id,location_name,location_url,location_zip,location_address,room_number,location_phone,locations_hours,services,services_contact,eligibility,how_best_to_access,category,search_keywords,organization
202,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts),http://www.wlcac.org/homeless-services,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"WLCAC has established a seamless, no-fail, job training, job placement, and post-employment training system for youth, adults, seniors, veterans, and dislocated workers as defined by the federal Workforce Investment Act. The Youth Services System prepares South Central and surrounding community residents for the labor force by providing job readiness, tutoring, GED assistance, post-secondary preparation, paid work experience, on-the-job-training, customized training, leadership development, case management, job advancement, and supportive services.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,,,Living,Shelters|Transitional Housing,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
203,21st Century Community Learning Center (CCLC),http://www.wlcac.org/youth-and-families,90059,"10950 S. Central Ave Watts, CA",,323.563.5639,,"An after school literacy and theatre project with the California Department of Education, 21st CCLC is a performance-based, youth-led program that promotes literacy, leadership, career development, and the art of self-expression.",Starr Greenfield or Pamela Paige: 323.249.7751 Cell: 323.317.1000Pamela.paige@hacla.org,,,School (K-12),Extracurricular Activities,Watts Labor Community Action Committee (WLCAC)-(Imperial Courts)
204,Foothill Employment & Training Connection,http://www.foothilletc.org/,91106,"1207 E Green Street Pasadena, CA",,626.796.5627,Monday - Friday:8:00am - 5:00pm,"The FWDB Youth team has opportunities for in-school youth that build your skills and support your efforts to finish high school. Through work experience opportunities, summer youth programs, and year round supportive services, we build on each success to help you get your diploma and set new goals to attend career training programs, find a job, or go on to college. Youth without a high school diploma face higher unemployment rates and lower wages when they do find jobs. If you’re an out-of-school youth who did not graduate, returning to obtain your high school equivalency diploma may sound difficult, but the FWDB youth team can help you work through this decision and find the right program to help you achieve this goal. ",Delfon Barron626.304.8905,Age 14 to 24,"Contact Delfon Barron, FWDB Community Services Representative at (626) 304-8905 for more information or come to the next FETC Orientation. Check out our website calendar of events for the next FETC Orientation date and time: http://fwibworks.org/calendar.php",School (K-12),Alternative Graduation|Diploma,America's Job Centers: Foothill Employment & Training Connection
205,Foothill Employment & Training Connection,http://www.foothilletc.org/,91106,"1207 E Green Street Pasadena, CA",,626.796.5627,Monday - Friday:8:00am - 5:00pm,"FWDB youth services can help you build and develop your skills necessary for a successful career. Our services for youth include workshops on creating a resume, interviewing techniques, customer service, and more. If you’re rusty on skills like math or computer use, the Resource Lab at our Pasadena career center offers online training and tutorials to help you get back up to speed. FWDB has a number of programs to assist youth age 14 to 24 with finding employment. If you’re still in high school, you may qualify for placement in a work experience opportunity with one of our employer partners. For youth not currently enrolled in high school, there are a number of ways FWDB can help you map out a plan for your future.",Delfon Barron626.304.8905,Age 14 to 24,"Contact Delfon Barron, FWDB Community Services Representative at (626) 304-8905 for more information or come to the next FETC Orientation. Check out our website calendar of events for the next FETC Orientation date and time: http://fwibworks.org/calendar.php",Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: Foothill Employment & Training Connection
206,West Adams Worksource Center,,90043,"5318 S Crenshaw Blvd. Los Angeles, CA",,323.293.6284,,,,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers: West Adams Worksource Center
207,Metro North WorkSource Center : Goodwill Industries of Southern California,http://www.goodwillsocal.org/,90031,"342 North San Fernando Road Los Angeles, CA",,323.539.2000,Monday/ Friday:8:00 am-5:00 pmTuesday-Thursday: 8:00 am-7:00 pm First and Third Saturday: 9:00 am-1:00 pm,"Goodwill Southern California Youth Centers provide at-risk youth with leadership training, work-based mentoring, internships and paid work experience, as well as basic education, educational competency classes, tutoring and recreational activities. Last year our youth programs served over 2,000 individuals and placed 349 in employment.",,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Centers:Metro North WorkSource Center : Goodwill Industries of Southern California
208,Metro North WorkSource Center : Goodwill Industries of Southern California,http://www.goodwillsocal.org/,90031,"342 North San Fernando Road Los Angeles, CA",,323.539.2000,Monday/ Friday: 8:00 am-5:00 pmTuesday-Thursday: 8:00 am-7:00 pm First and Third Saturday: 9:00 am-1:00 pm,"Goodwill Southern California Youth Centers provide at-risk youth with leadership training, work-based mentoring, internships and paid work experience, as well as basic education, educational competency classes, tutoring and recreational activities. Last year our youth programs served over 2,000 individuals and placed 349 in employment.",,,,School (K-12),Alternative Graduation|Diploma|Tutoring|Extracurricular Activities,America's Job Centers:Metro North WorkSource Center : Goodwill Industries of Southern California
209,Inglewood One Stop ,,90301,"110 South La Brea Ave Inglewood, CA",,310.680.3700,,"Eligible individuals receive in-depth assessment and job preparation workshops, which prepare them for classroom or the employers site, at public or private vocational schools, colleges or universities found at www.i-train.org. Services for eligible youth, 14 - 24 years of age, include pre-employment training, work experience and internships, career preparation, occupational skills training, academic enrichment and job placement assistance.",,Ages 14 - 24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Inglewood One Stop
210,Torrance One-Stop,,90501,"1220 Engracia Ave. Torrance, CA",,310.680.3830,,"Eligible individuals receive in-depth assessment and job preparation workshops, which prepare them for classroom or the employers site, at public or private vocational schools, colleges or universities found at www.i-train.org. Services for eligible youth, 14 - 24 years of age, include pre-employment training, work experience and internships, career preparation, occupational skills training, academic enrichment and job placement assistance.",,Ages 14 - 24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Torrance One-Stop
211,Carson South Bay One Stop Business & Career Center,,90745,"2677 Zoe Ave Carson, CA",,310.9521762,,"Eligible individuals receive in-depth assessment and job preparation workshops, which prepare them for classroom or the employers site, at public or private vocational schools, colleges or universities found at www.i-train.org. Services for eligible youth,  of age, include pre-employment training, work experience and internships, career preparation, occupational skills training, academic enrichment and job placement assistance.",,Ages 14 - 24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Carson South Bay One-Stop
212,Beach Cities One-Stop,,90277,"1611 S Catalina Ave. #207 Redondo Beach, CA",,310.792.1300,Monday-Friday:9:00 am - 3:00 pm (open every other Friday),,,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Beach Cities One-Stop
213,Special Services for Groups,,90015,"605 W Olympic Blvd #600, Los Angeles, CA",,213.553.1800,,,,,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Special Services for Groups
214,Gardena One-Stop Business and Career Center,http://www.gardenaecondev.com/?p=370,90247,"16801 S. Western Ave. Gardena, CA",,310.538.7070,Monday - Thursday:8:00 am-5:00 pm Friday:8:00 am-4:30 pm. Closed every other Friday.,"Eligible individuals receive in-depth assessment and job preparation workshops, which prepare them for classroom or the employers site, at public or private vocational schools, colleges or universities found at www.i-train.org. Services for eligible youth,  of age, include pre-employment training, work experience and internships, career preparation, occupational skills training, academic enrichment and job placement assistance.",,Ages 14 - 24,,Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: Gardena One-Stop Business and Career Center
215,The Housing Authority of the City of Los Angeles (HACLA),http://www.hacla.org/news/ArticleID/5/Grand-Opening-of-the-Watts-Los-Angeles-WorkSource-Center-at-Imperial-Courts,90057,"2600 Wilshire Blvd. Los Angeles, CA",,213.252.2500,Monday - Friday:8:00 am - 4:30 pm,,,Ages 14-21,"Photo ID (CA or school ID) Social Security Card (Original is preferred, however a legible copy may be accepted under special circumstancesDCFS letter with date of birth, foster youth status, & address where you live. (The Youth Employment Agency will contact DCFS Youth Development Services to get this letter for you.) Work Permit from your school district, if you are under 18 Selective Service Registration, only if you are a male who is 18 years or older. Register online at: https://www.sss.gov/regver/wfregistration.aspx",Work,Job Training|Summer Jobs|Jobs/Apprenticeships|Money and Budgeting|Job Shadowing/Internships,America's Job Center: The Housing Authority of the City of Los Angeles (HACLA)
